Conversion_ID,Campaign_ID,Customer_ID,Conversion_Date,Conversion_Type,Revenue,Order_Value,Product_Category,Device_Type,Payment_Method,Conversion_Status,Is_New_Customer
CONV08850,CMP009,CUST03702,2025-09-14,Purchase,28.68,1130.58,Personal Care,Mobile,Credit Card,Refunded,No
CONV08851,CMP114,CUST08436,2025-06-15,Purchase,2104.98,2104.98,Fashion,Mobile,Wallet,Completed,No
CONV08852,CMP019,CUST03695,2025-07-01,Purchase,979.24,979.24,Personal Care,Mobile,Debit Card,Completed,No
CONV08853,CMP016,CUST04722,2025-04-14,Purchase,1950.55,1950.55,Fitness,Mobile,Cash on Delivery,Completed,No
CONV08854,CMP096,CUST03489,2025-12-22,App Signup,0.00,0.00,Beauty,Mobile,Debit Card,Completed,No
CONV08855,CMP015,CUST00340,2025-03-06,Purchase,2370.34,2370.34,Fashion,Mobile,Debit Card,Completed,No
CONV08856,CMP163,CUST09751,2025-07-09,Purchase,368.83,368.83,Books,Mobile,Wallet,Completed,Yes
CONV08857,CMP076,CUST05908,2025-04-23,Lead,0.00,500.00,Home & Kitchen,Desktop,UPI,Cancelled,No
CONV08858,CMP041,CUST05474,2025-05-15,Purchase,2059.51,2059.51,Fashion,Mobile,UPI,Completed,No
CONV08859,CMP006,CUST06056,2025-06-08,Purchase,2319.69,2319.69,Fitness,Mobile,UPI,Completed,Yes
CONV08860,CMP134,CUST06303,2025-02-24,Purchase,1137.07,1137.07,Beauty,Tablet,Net Banking,Completed,No
CONV08861,CMP093,CUST01049,2025-09-21,Purchase,497.08,497.08,Grocery,Desktop,Wallet,Completed,No
CONV08862,CMP153,CUST05423,2025-09-26,Purchase,1876.34,1876.34,Home & Kitchen,Mobile,UPI,Completed,No
CONV08863,CMP002,CUST09425,2025-02-08,Purchase,3469.40,3469.40,Home & Kitchen,Desktop,UPI,Completed,No
CONV08864,CMP185,CUST03562,2025-05-11,Purchase,929.21,929.21,Books,Mobile,UPI,Completed,Yes
CONV08865,CMP082,CUST04449,2025-10-23,Purchase,3196.29,3196.29,Home & Kitchen,Mobile,UPI,Completed,No
CONV08866,CMP102,CUST09275,2025-06-20,Purchase,1067.10,1067.10,Beauty,Desktop,UPI,Completed,Yes
CONV08867,CMP038,CUST07954,2025-02-20,Subscription,944.69,944.69,Books,Mobile,Cash on Delivery,Completed,No
CONV08868,CMP031,CUST01233,2025-07-06,Purchase,4885.74,4885.74,Fitness,Desktop,UPI,Completed,No
CONV08869,CMP133,CUST03100,2025-01-20,Purchase,1560.98,1560.98,Fashion,Mobile,UPI,Completed,Yes
CONV08870,CMP131,CUST08288,2025-11-22,Purchase,1663.68,1663.68,Fitness,Mobile,Debit Card,Completed,Yes
CONV08871,CMP146,CUST08428,2025-02-22,Purchase,797.73,797.73,Fashion,Desktop,Debit Card,Completed,No
CONV08872,CMP034,CUST02711,2025-10-12,Purchase,0.00,897.33,Books,Desktop,UPI,Pending,No
CONV08873,CMP092,CUST08070,2025-08-13,Purchase,1165.65,1165.65,Beauty,Mobile,Cash on Delivery,Completed,No
CONV08874,CMP148,CUST01013,2025-04-21,App Signup,0.00,250.00,Fitness,Mobile,Cash on Delivery,Pending,No
CONV08875,CMP068,CUST08106,2025-08-13,Purchase,1992.32,1992.32,Beauty,Mobile,Cash on Delivery,Completed,No
CONV08876,CMP004,CUST04350,2025-04-12,Purchase,1684.16,1684.16,Home & Kitchen,Mobile,Debit Card,Completed,No
CONV08877,CMP052,CUST05545,2025-04-25,Purchase,3285.55,3285.55,Fitness,Desktop,Debit Card,Completed,No
CONV08878,CMP154,CUST02383,2025-10-08,Purchase,0.00,2502.53,Fashion,Mobile,Wallet,Pending,No
CONV08879,CMP184,CUST09952,2025-04-15,App Signup,0.00,0.00,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV08880,CMP065,CUST05422,2025-05-23,Purchase,3313.91,3313.91,Fitness,Mobile,Wallet,Completed,No
CONV08881,CMP097,CUST05676,2025-01-14,Lead,0.00,0.00,Fitness,Mobile,UPI,Completed,Yes
CONV08882,CMP090,CUST02442,2025-06-16,Purchase,1185.71,1185.71,Fashion,Mobile,UPI,Completed,No
CONV08883,CMP106,CUST09170,2025-10-13,App Signup,0.00,0.00,Home & Kitchen,Mobile,UPI,Completed,No
CONV08884,CMP110,CUST09926,2025-02-24,Purchase,1815.67,1815.67,Fitness,Mobile,Credit Card,Completed,Yes
CONV08885,CMP120,CUST01610,2025-12-18,Purchase,2413.20,2413.20,Fitness,Mobile,Cash on Delivery,Completed,No
CONV08886,CMP019,CUST04043,2025-07-16,Purchase,1547.06,1547.06,Fitness,Desktop,Wallet,Completed,No
CONV08887,CMP096,CUST06560,2025-12-15,Purchase,2528.97,2528.97,Home & Kitchen,Desktop,UPI,Completed,No
CONV08888,CMP064,CUST05945,2025-04-03,Purchase,2845.88,2845.88,Home & Kitchen,Desktop,UPI,Completed,No
CONV08889,CMP010,CUST02138,2025-10-09,Purchase,1629.58,1629.58,Home & Kitchen,Mobile,Cash on Delivery,Completed,Yes
CONV08890,CMP117,CUST04418,2025-09-21,Purchase,1097.73,1097.73,Personal Care,Mobile,UPI,Completed,Yes
CONV08891,CMP147,CUST06450,2025-03-23,Purchase,267.13,267.13,Personal Care,Mobile,UPI,Completed,Yes
CONV08892,CMP020,CUST03494,2025-08-15,Purchase,935.80,935.80,Personal Care,Mobile,Wallet,Completed,No
CONV08893,CMP109,CUST08309,2025-01-20,Purchase,37.11,479.97,Books,Mobile,UPI,Refunded,Yes
CONV08894,CMP022,CUST00772,2025-10-25,Purchase,0.00,369.00,Personal Care,Mobile,Credit Card,Cancelled,Yes
CONV08895,CMP013,CUST03843,2025-01-13,Purchase,613.93,613.93,Fashion,Mobile,Credit Card,Completed,No
CONV08896,CMP177,CUST03829,2025-09-11,Purchase,2734.50,2734.50,Fitness,Mobile,Cash on Delivery,Completed,No
CONV08897,CMP072,CUST04111,2025-12-21,Purchase,5540.54,5540.54,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08898,CMP114,CUST01047,2025-06-28,Purchase,2217.16,2217.16,Fitness,Desktop,Net Banking,Completed,No
CONV08899,CMP175,CUST09369,2025-07-23,Purchase,274.59,274.59,Home & Kitchen,Mobile,Wallet,Completed,No
CONV08900,CMP034,CUST00991,2025-10-18,Purchase,2473.30,2473.30,Fitness,Mobile,Net Banking,Completed,No
CONV08901,CMP143,CUST05668,2025-11-07,Purchase,1551.88,1551.88,Home & Kitchen,Desktop,UPI,Completed,No
CONV08902,CMP052,CUST02130,2025-04-25,Purchase,4010.62,4010.62,Fitness,Mobile,UPI,Completed,Yes
CONV08903,CMP060,CUST07754,2025-12-15,Purchase,547.28,547.28,Books,Mobile,Credit Card,Completed,No
CONV08904,CMP182,CUST00411,2025-02-20,Purchase,80.11,1314.71,Electronics,Mobile,UPI,Refunded,No
CONV08905,CMP099,CUST09715,2025-03-17,Purchase,894.70,894.70,Fashion,Mobile,UPI,Completed,No
CONV08906,CMP121,CUST02310,2025-01-06,Purchase,1604.98,1604.98,Electronics,Tablet,Debit Card,Completed,No
CONV08907,CMP119,CUST05666,2025-11-19,Purchase,1283.22,1283.22,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV08908,CMP196,CUST02262,2025-04-09,Lead,0.00,0.00,Grocery,Mobile,UPI,Completed,No
CONV08909,CMP044,CUST04557,2025-08-16,Purchase,1838.57,1838.57,Beauty,Mobile,Wallet,Completed,Yes
CONV08910,CMP174,CUST08782,2025-06-11,Purchase,0.00,1926.94,Home & Kitchen,Mobile,UPI,Pending,No
CONV08911,CMP165,CUST09291,2025-09-19,Lead,500.00,500.00,Personal Care,Mobile,Credit Card,Completed,No
CONV08912,CMP109,CUST04290,2025-01-13,Purchase,3214.21,3214.21,Fashion,Mobile,UPI,Completed,No
CONV08913,CMP191,CUST02507,2025-11-13,Purchase,1467.88,1467.88,Personal Care,Mobile,Wallet,Completed,No
CONV08914,CMP127,CUST07309,2025-07-09,Purchase,0.00,618.70,Books,Mobile,Credit Card,Cancelled,No
CONV08915,CMP044,CUST07097,2025-08-14,Purchase,903.87,903.87,Grocery,Mobile,Cash on Delivery,Completed,Yes
CONV08916,CMP049,CUST05688,2025-01-05,Purchase,5.52,168.00,Books,Desktop,UPI,Refunded,No
CONV08917,CMP025,CUST03301,2025-01-11,Purchase,1229.13,1229.13,Personal Care,Desktop,UPI,Completed,No
CONV08918,CMP033,CUST04014,2025-09-04,Purchase,0.00,428.18,Books,Mobile,UPI,Pending,Yes
CONV08919,CMP098,CUST02040,2025-02-23,Purchase,786.80,786.80,Personal Care,Mobile,UPI,Completed,No
CONV08920,CMP080,CUST07217,2025-08-23,Purchase,5526.31,5526.31,Electronics,Mobile,Credit Card,Completed,No
CONV08921,CMP084,CUST02636,2025-12-08,Subscription,1158.13,1158.13,Personal Care,Mobile,Debit Card,Completed,Yes
CONV08922,CMP060,CUST06340,2025-12-08,Purchase,3409.29,3409.29,Fitness,Mobile,UPI,Completed,Yes
CONV08923,CMP155,CUST07959,2025-11-08,Purchase,2648.15,2648.15,Fashion,Desktop,Cash on Delivery,Completed,No
CONV08924,CMP105,CUST06424,2025-09-10,Purchase,1251.04,1251.04,Fashion,Desktop,UPI,Completed,Yes
CONV08925,CMP183,CUST08469,2025-03-03,Purchase,1416.01,1416.01,Grocery,Mobile,Cash on Delivery,Completed,No
CONV08926,CMP083,CUST03852,2025-11-27,Purchase,1345.70,1345.70,Beauty,Mobile,Credit Card,Completed,No
CONV08927,CMP031,CUST09711,2025-07-08,Purchase,1361.40,1361.40,Personal Care,Mobile,Wallet,Completed,Yes
CONV08928,CMP131,CUST05117,2025-11-12,Purchase,1126.08,1126.08,Grocery,Mobile,Credit Card,Completed,No
CONV08929,CMP058,CUST02979,2025-10-07,Purchase,901.74,901.74,Books,Desktop,Debit Card,Completed,No
CONV08930,CMP043,CUST07865,2025-07-22,Purchase,1160.09,1160.09,Beauty,Desktop,Cash on Delivery,Completed,Yes
CONV08931,CMP112,CUST09586,2025-04-23,Purchase,1929.02,1929.02,Fashion,Desktop,Cash on Delivery,Completed,No
CONV08932,CMP155,CUST08756,2025-11-20,Purchase,3336.82,3336.82,Fitness,Mobile,UPI,Completed,No
CONV08933,CMP096,CUST04399,2025-12-10,Purchase,896.55,896.55,Grocery,Mobile,UPI,Completed,Yes
CONV08934,CMP034,CUST08459,2025-10-26,Purchase,177.00,177.00,Grocery,Mobile,UPI,Completed,No
CONV08935,CMP193,CUST06504,2025-01-05,Purchase,168.00,168.00,Beauty,Mobile,UPI,Completed,Yes
CONV08936,CMP009,CUST06772,2025-09-23,Purchase,5009.31,5009.31,Home & Kitchen,Mobile,Debit Card,Completed,No
CONV08937,CMP175,CUST06860,2025-07-20,Purchase,2273.58,2273.58,Home & Kitchen,Desktop,UPI,Completed,No
CONV08938,CMP015,CUST05974,2025-03-03,Purchase,580.19,580.19,Personal Care,Mobile,Wallet,Completed,No
CONV08939,CMP169,CUST05740,2025-01-29,Purchase,715.62,715.62,Grocery,Mobile,UPI,Completed,No
CONV08940,CMP155,CUST01362,2025-11-17,Subscription,0.00,1311.98,Personal Care,Desktop,UPI,Cancelled,Yes
CONV08941,CMP086,CUST07398,2025-02-10,Purchase,1356.25,1356.25,Fitness,Desktop,UPI,Completed,No
CONV08942,CMP168,CUST06956,2025-12-17,Lead,0.00,0.00,Books,Desktop,UPI,Completed,Yes
CONV08943,CMP052,CUST01206,2025-04-17,Lead,0.00,500.00,Fashion,Desktop,Credit Card,Cancelled,No
CONV08944,CMP076,CUST08861,2025-04-28,Subscription,1369.12,1369.12,Fitness,Mobile,UPI,Completed,No
CONV08945,CMP099,CUST00160,2025-03-25,Purchase,1015.08,1015.08,Personal Care,Desktop,Wallet,Completed,No
CONV08946,CMP059,CUST04073,2025-11-19,Purchase,28.15,2977.21,Fitness,Mobile,Credit Card,Refunded,No
CONV08947,CMP168,CUST02287,2025-12-19,Purchase,488.85,488.85,Personal Care,Mobile,Credit Card,Completed,No
CONV08948,CMP028,CUST02213,2025-04-20,Purchase,4345.92,4345.92,Electronics,Mobile,UPI,Completed,No
CONV08949,CMP174,CUST05858,2025-06-20,Purchase,954.22,954.22,Grocery,Desktop,UPI,Completed,No
CONV08950,CMP049,CUST01371,2025-01-11,Subscription,0.00,1083.47,Grocery,Mobile,UPI,Cancelled,No
CONV08951,CMP150,CUST04682,2025-06-07,Purchase,5713.55,5713.55,Electronics,Desktop,Net Banking,Completed,No
CONV08952,CMP168,CUST00494,2025-12-21,Lead,0.00,0.00,Grocery,Desktop,Debit Card,Completed,Yes
CONV08953,CMP178,CUST06635,2025-10-23,Subscription,2424.78,2424.78,Fashion,Mobile,Debit Card,Completed,Yes
CONV08954,CMP048,CUST08453,2025-12-30,Lead,0.00,0.00,Fashion,Mobile,UPI,Completed,No
CONV08955,CMP075,CUST09244,2025-03-19,Purchase,1245.84,1245.84,Grocery,Mobile,Net Banking,Completed,Yes
CONV08956,CMP185,CUST06581,2025-05-09,Purchase,1414.41,1414.41,Grocery,Desktop,UPI,Completed,No
CONV08957,CMP186,CUST02613,2025-06-17,Lead,0.00,0.00,Personal Care,Mobile,UPI,Completed,No
CONV08958,CMP138,CUST04001,2025-06-15,Lead,250.00,250.00,Personal Care,Mobile,Debit Card,Completed,No
CONV08959,CMP078,CUST00323,2025-06-18,Purchase,992.83,992.83,Grocery,Desktop,UPI,Completed,No
CONV08960,CMP061,CUST04407,2025-01-20,Purchase,540.50,540.50,Books,Mobile,Debit Card,Completed,No
CONV08961,CMP084,CUST00756,2025-12-13,Purchase,3367.81,3367.81,Electronics,Mobile,UPI,Completed,No
CONV08962,CMP068,CUST03068,2025-08-11,Purchase,747.11,747.11,Grocery,Mobile,Debit Card,Completed,No
CONV08963,CMP076,CUST00107,2025-04-18,Purchase,4521.73,4521.73,Electronics,Mobile,UPI,Completed,Yes
CONV08964,CMP148,CUST01330,2025-04-10,Purchase,1021.10,1021.10,Grocery,Desktop,Cash on Delivery,Completed,Yes
CONV08965,CMP044,CUST03887,2025-08-08,Purchase,0.00,314.07,Home & Kitchen,Desktop,Credit Card,Cancelled,Yes
CONV08966,CMP060,CUST05575,2025-12-16,Purchase,1706.54,1706.54,Beauty,Mobile,Debit Card,Completed,No
CONV08967,CMP027,CUST06080,2025-03-13,Purchase,1411.44,1411.44,Grocery,Mobile,Cash on Delivery,Completed,No
CONV08968,CMP003,CUST02714,2025-03-22,Subscription,7352.83,7352.83,Electronics,Desktop,Credit Card,Completed,Yes
CONV08969,CMP102,CUST07773,2025-06-06,Purchase,3339.99,3339.99,Fitness,Mobile,Wallet,Completed,Yes
CONV08970,CMP168,CUST09201,2025-12-19,App Signup,500.00,500.00,Electronics,Mobile,Credit Card,Completed,No
CONV08971,CMP090,CUST08401,2025-06-21,Purchase,1946.38,1946.38,Home & Kitchen,Mobile,UPI,Completed,No
CONV08972,CMP109,CUST02927,2025-01-18,Purchase,0.00,1074.36,Fashion,Mobile,UPI,Pending,No
CONV08973,CMP065,CUST00388,2025-05-24,Purchase,3249.68,3249.68,Fashion,Mobile,Cash on Delivery,Completed,No
CONV08974,CMP056,CUST08224,2025-08-06,Purchase,3084.17,3084.17,Home & Kitchen,Mobile,UPI,Completed,No
CONV08975,CMP139,CUST01280,2025-07-07,Purchase,4047.57,4047.57,Electronics,Mobile,Debit Card,Completed,No
CONV08976,CMP050,CUST09966,2025-02-13,Purchase,2660.19,2660.19,Home & Kitchen,Mobile,UPI,Completed,No
CONV08977,CMP005,CUST06300,2025-05-22,Purchase,0.00,845.54,Beauty,Tablet,UPI,Cancelled,No
CONV08978,CMP092,CUST02619,2025-08-19,Purchase,4020.43,4020.43,Home & Kitchen,Mobile,Net Banking,Completed,Yes
CONV08979,CMP187,CUST05900,2025-07-12,Subscription,4572.09,4572.09,Electronics,Mobile,Cash on Delivery,Completed,Yes
CONV08980,CMP171,CUST06879,2025-03-18,Purchase,1740.45,1740.45,Fitness,Mobile,Cash on Delivery,Completed,No
CONV08981,CMP157,CUST07496,2025-01-22,Purchase,3091.95,3091.95,Electronics,Mobile,Debit Card,Completed,No
CONV08982,CMP144,CUST05058,2025-12-26,Purchase,275.32,275.32,Books,Mobile,UPI,Completed,Yes
CONV08983,CMP065,CUST05869,2025-05-31,Purchase,565.45,565.45,Grocery,Mobile,UPI,Completed,Yes
CONV08984,CMP066,CUST01537,2025-06-21,Subscription,1761.58,1761.58,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV08985,CMP001,CUST02144,2025-01-25,App Signup,500.00,500.00,Beauty,Mobile,Credit Card,Completed,No
CONV08986,CMP052,CUST01694,2025-04-24,Purchase,329.68,329.68,Fitness,Mobile,Credit Card,Completed,No
CONV08987,CMP091,CUST08821,2025-07-16,Purchase,3014.66,3014.66,Fashion,Mobile,Debit Card,Completed,Yes
CONV08988,CMP076,CUST06245,2025-04-14,Subscription,3555.80,3555.80,Home & Kitchen,Mobile,Credit Card,Completed,Yes
CONV08989,CMP122,CUST05841,2025-02-23,App Signup,500.00,500.00,Beauty,Mobile,UPI,Completed,No
CONV08990,CMP080,CUST09907,2025-08-14,Purchase,1680.97,1680.97,Fashion,Desktop,UPI,Completed,No
CONV08991,CMP128,CUST01893,2025-08-09,Purchase,857.38,857.38,Beauty,Mobile,Credit Card,Completed,Yes
CONV08992,CMP187,CUST06349,2025-07-05,Subscription,3532.75,3532.75,Fitness,Desktop,UPI,Completed,No
CONV08993,CMP086,CUST06520,2025-02-16,Purchase,2512.84,2512.84,Electronics,Mobile,Net Banking,Completed,No
CONV08994,CMP182,CUST09640,2025-02-25,App Signup,250.00,250.00,Electronics,Desktop,Wallet,Completed,No
CONV08995,CMP077,CUST01667,2025-05-04,Purchase,1755.50,1755.50,Beauty,Desktop,Debit Card,Completed,No
CONV08996,CMP129,CUST03962,2025-09-17,Purchase,0.00,3079.47,Electronics,Mobile,Cash on Delivery,Cancelled,No
CONV08997,CMP122,CUST09735,2025-02-16,Subscription,3553.05,3553.05,Electronics,Mobile,Debit Card,Completed,No
CONV08998,CMP162,CUST02406,2025-06-17,Purchase,762.09,762.09,Books,Tablet,UPI,Completed,No
CONV08999,CMP181,CUST01600,2025-01-08,Purchase,1102.99,1102.99,Grocery,Mobile,UPI,Completed,No
CONV09000,CMP156,CUST04620,2025-12-09,Lead,500.00,500.00,Electronics,Mobile,Net Banking,Completed,No
CONV09001,CMP056,CUST08347,2025-08-22,Purchase,138.00,138.00,Books,Mobile,Cash on Delivery,Completed,No
CONV09002,CMP155,CUST04282,2025-11-04,Lead,0.00,0.00,Beauty,Mobile,UPI,Completed,No
CONV09003,CMP120,CUST04874,2025-12-12,Purchase,2222.77,2222.77,Fitness,Mobile,Net Banking,Completed,No
CONV09004,CMP107,CUST08115,2025-11-16,Purchase,934.02,934.02,Personal Care,Mobile,UPI,Completed,No
CONV09005,CMP172,CUST07235,2025-04-19,Subscription,1571.40,1571.40,Fitness,Tablet,Debit Card,Completed,No
CONV09006,CMP163,CUST04620,2025-07-05,Purchase,4586.06,4586.06,Electronics,Mobile,Wallet,Completed,No
CONV09007,CMP025,CUST05458,2025-01-04,Purchase,838.63,838.63,Grocery,Mobile,Credit Card,Completed,No
CONV09008,CMP103,CUST08850,2025-07-16,Subscription,861.69,861.69,Grocery,Desktop,Debit Card,Completed,No
CONV09009,CMP040,CUST09890,2025-04-17,Purchase,2236.39,2236.39,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV09010,CMP005,CUST03135,2025-05-18,Purchase,2011.25,2011.25,Beauty,Mobile,Credit Card,Completed,No
CONV09011,CMP137,CUST01572,2025-05-22,Purchase,803.57,803.57,Personal Care,Mobile,UPI,Completed,Yes
CONV09012,CMP076,CUST03362,2025-04-24,Purchase,163.60,163.60,Books,Mobile,UPI,Completed,No
CONV09013,CMP147,CUST04517,2025-03-26,Purchase,0.00,3357.85,Fitness,Mobile,Cash on Delivery,Cancelled,No
CONV09014,CMP043,CUST05069,2025-07-12,Purchase,1681.02,1681.02,Fashion,Mobile,Debit Card,Completed,No
CONV09015,CMP114,CUST05900,2025-06-22,Purchase,0.00,2301.10,Fitness,Mobile,UPI,Cancelled,Yes
CONV09016,CMP045,CUST07737,2025-09-09,Purchase,6564.41,6564.41,Electronics,Mobile,Wallet,Completed,No
CONV09017,CMP060,CUST00816,2025-12-14,Purchase,1520.64,1520.64,Home & Kitchen,Desktop,Cash on Delivery,Completed,No
CONV09018,CMP126,CUST02776,2025-06-21,Purchase,2974.85,2974.85,Home & Kitchen,Mobile,UPI,Completed,No
CONV09019,CMP149,CUST04082,2025-05-15,Purchase,5007.23,5007.23,Electronics,Desktop,Debit Card,Completed,No
CONV09020,CMP175,CUST06416,2025-07-20,Purchase,0.00,1479.87,Books,Mobile,UPI,Cancelled,No
CONV09021,CMP052,CUST02946,2025-04-19,Purchase,1931.41,1931.41,Electronics,Tablet,Credit Card,Completed,No
CONV09022,CMP058,CUST08992,2025-10-12,Purchase,1973.70,1973.70,Home & Kitchen,Mobile,UPI,Completed,No
CONV09023,CMP195,CUST06858,2025-03-16,Purchase,986.92,986.92,Beauty,Desktop,UPI,Completed,No
CONV09024,CMP123,CUST00761,2025-03-29,Purchase,2679.30,2679.30,Fashion,Mobile,UPI,Completed,No
CONV09025,CMP103,CUST03884,2025-07-15,Purchase,1079.33,1079.33,Grocery,Mobile,UPI,Completed,No
CONV09026,CMP115,CUST07325,2025-07-06,Purchase,4764.97,4764.97,Electronics,Mobile,Credit Card,Completed,No
CONV09027,CMP105,CUST09579,2025-09-26,Purchase,994.94,994.94,Fitness,Mobile,Credit Card,Completed,No
CONV09028,CMP116,CUST03410,2025-08-18,Lead,250.00,250.00,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV09029,CMP073,CUST03629,2025-01-09,Purchase,485.42,485.42,Personal Care,Mobile,UPI,Completed,No
CONV09030,CMP022,CUST08051,2025-10-28,Purchase,2633.30,2633.30,Fashion,Mobile,UPI,Completed,No
CONV09031,CMP091,CUST06701,2025-07-13,Purchase,1890.36,1890.36,Fitness,Tablet,Credit Card,Completed,No
CONV09032,CMP118,CUST09461,2025-10-20,Purchase,728.43,728.43,Books,Mobile,UPI,Completed,Yes
CONV09033,CMP105,CUST07132,2025-09-15,Lead,0.00,0.00,Grocery,Mobile,Cash on Delivery,Pending,No
CONV09034,CMP167,CUST05300,2025-11-14,Purchase,12.28,351.27,Grocery,Mobile,Credit Card,Refunded,No
CONV09035,CMP151,CUST03414,2025-07-27,Purchase,933.98,933.98,Beauty,Mobile,UPI,Completed,No
CONV09036,CMP105,CUST07821,2025-09-10,Subscription,1929.76,1929.76,Fashion,Tablet,Debit Card,Completed,No
CONV09037,CMP102,CUST04634,2025-06-10,Purchase,931.99,931.99,Books,Mobile,UPI,Completed,No
CONV09038,CMP090,CUST03218,2025-06-16,Purchase,5852.65,5852.65,Electronics,Desktop,UPI,Completed,No
CONV09039,CMP186,CUST00820,2025-06-28,Subscription,1315.91,1315.91,Grocery,Mobile,Debit Card,Completed,No
CONV09040,CMP086,CUST09961,2025-02-22,Purchase,0.00,2617.27,Fitness,Mobile,Credit Card,Pending,Yes
CONV09041,CMP072,CUST05070,2025-12-12,Purchase,1673.51,1673.51,Fitness,Desktop,Wallet,Completed,No
CONV09042,CMP156,CUST01045,2025-12-24,Purchase,864.94,864.94,Books,Mobile,UPI,Completed,No
CONV09043,CMP077,CUST02519,2025-05-15,Purchase,3318.95,3318.95,Fitness,Mobile,Net Banking,Completed,No
CONV09044,CMP190,CUST07906,2025-10-15,Purchase,4103.25,4103.25,Home & Kitchen,Mobile,Debit Card,Completed,No
CONV09045,CMP082,CUST02948,2025-10-23,Purchase,7960.44,7960.44,Electronics,Mobile,Credit Card,Completed,No
CONV09046,CMP127,CUST07484,2025-07-11,Purchase,236.08,2108.43,Fitness,Mobile,Credit Card,Refunded,No
CONV09047,CMP097,CUST00103,2025-01-01,Lead,500.00,500.00,Home & Kitchen,Mobile,UPI,Completed,No
CONV09048,CMP075,CUST00127,2025-03-21,Purchase,3112.48,3112.48,Fashion,Mobile,Debit Card,Completed,Yes
CONV09049,CMP076,CUST04003,2025-04-15,Purchase,4748.15,4748.15,Electronics,Mobile,Debit Card,Completed,Yes
CONV09050,CMP131,CUST04930,2025-11-15,Purchase,578.12,578.12,Books,Mobile,Debit Card,Completed,Yes
CONV09051,CMP184,CUST03430,2025-04-23,Purchase,1641.38,1641.38,Home & Kitchen,Desktop,UPI,Completed,No
CONV09052,CMP048,CUST00297,2025-12-22,App Signup,0.00,0.00,Grocery,Mobile,Credit Card,Completed,No
CONV09053,CMP079,CUST00212,2025-07-16,Purchase,2911.52,2911.52,Fitness,Mobile,Credit Card,Completed,No
CONV09054,CMP106,CUST09675,2025-10-08,Purchase,338.07,338.07,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV09055,CMP060,CUST08788,2025-12-06,Lead,0.00,0.00,Books,Mobile,Credit Card,Completed,No
CONV09056,CMP138,CUST04315,2025-06-11,Purchase,2481.98,2481.98,Fitness,Mobile,Credit Card,Completed,No
CONV09057,CMP166,CUST04606,2025-10-17,Purchase,1328.02,1328.02,Fashion,Mobile,UPI,Completed,No
CONV09058,CMP194,CUST09011,2025-02-01,Purchase,0.00,2036.79,Electronics,Mobile,Cash on Delivery,Cancelled,Yes
CONV09059,CMP026,CUST01232,2025-02-13,Purchase,1153.58,1153.58,Books,Mobile,Debit Card,Completed,No
CONV09060,CMP029,CUST02944,2025-05-14,Purchase,3361.41,3361.41,Home & Kitchen,Desktop,Credit Card,Completed,Yes
CONV09061,CMP165,CUST08660,2025-09-09,Purchase,3353.75,3353.75,Electronics,Mobile,Credit Card,Completed,No
CONV09062,CMP074,CUST06431,2025-02-13,Purchase,2763.21,2763.21,Fitness,Mobile,Wallet,Completed,No
CONV09063,CMP016,CUST08404,2025-04-14,Purchase,314.13,2045.97,Fashion,Tablet,UPI,Refunded,No
